filename,device_name,model_code,build,market,chipset,brand,file_size,date_token,source_url,capture
Tecno_Camon_16_Pro_CE8_MT6768_V325_201201.zip,Tecno Camon 16 Pro CE8,CE8,V325,SOURCE_UNSPECIFIED,MT6768,TECNO,2.9 GB,201201,https://naijarom.com/tecno-camon-16-pro-ce8,pc-fw
Tecno_Camon_16_Pro_CE8_MT6768_V365_201201.zip,Tecno Camon 16 Pro CE8,CE8,V365,SOURCE_UNSPECIFIED,MT6768,TECNO,2.94 GB,201201,https://naijarom.com/tecno-camon-16-pro-ce8,pc-fw
Tecno_Camon_16_Pro_CE8_MT6768_V404_210831.zip,Tecno Camon 16 Pro CE8,CE8,V404,SOURCE_UNSPECIFIED,MT6768,TECNO,3 GB,210831,https://naijarom.com/tecno-camon-16-pro-ce8,pc-fw
Tecno_Camon_16_Pro_CE8_MT6768_V420_220309.zip,Tecno Camon 16 Pro CE8,CE8,V420,SOURCE_UNSPECIFIED,MT6768,TECNO,3 GB,220309,https://naijarom.com/tecno-camon-16-pro-ce8,pc-fw
Tecno_Camon_16_Pro_CE8_MT6768_V428_220510.zip,Tecno Camon 16 Pro CE8,CE8,V428,SOURCE_UNSPECIFIED,MT6768,TECNO,3 GB,220510,https://naijarom.com/tecno-camon-16-pro-ce8,pc-fw
Tecno_Camon_16_Pro_CE8_MT6768_V437_220919.zip,Tecno Camon 16 Pro CE8,CE8,V437,SOURCE_UNSPECIFIED,MT6768,TECNO,1 GB,220919,https://naijarom.com/tecno-camon-16-pro-ce8,pc-fw
Tecno_Camon_16_Premier_CE9_MT6785_V439_220218.zip,Tecno Camon 16 Premier CE9,CE9,V439,SOURCE_UNSPECIFIED,MT6785,TECNO,3.11 GB,220218,https://naijarom.com/tecno-camon-16-premier-ce9,pc-fw
Tecno_Camon_16_Premier_CE9_MT6785_V454_220415.zip,Tecno Camon 16 Premier CE9,CE9,V454,SOURCE_UNSPECIFIED,MT6785,TECNO,3.12 GB,220415,https://naijarom.com/tecno-camon-16-premier-ce9,pc-fw
Tecno_Camon_16_Premier_CE9_MT6785_V475_220923.zip,Tecno Camon 16 Premier CE9,CE9,V475,SOURCE_UNSPECIFIED,MT6785,TECNO,3.10 GB,220923,https://naijarom.com/tecno-camon-16-premier-ce9,pc-fw
Tecno_Camon_16_Premier_CE9_MT6785_V485_230111.zip,Tecno Camon 16 Premier CE9,CE9,V485,SOURCE_UNSPECIFIED,MT6785,TECNO,2.93 GB,230111,https://naijarom.com/tecno-camon-16-premier-ce9,pc-fw
Tecno_Camon_16_Premier_CE9_MT6785_V561_201210.zip,Tecno Camon 16 Premier CE9,CE9,V561,SOURCE_UNSPECIFIED,MT6785,TECNO,3.2 GB,201210,https://naijarom.com/tecno-camon-16-premier-ce9,pc-fw
Tecno_Camon_16_Premier_CE9_MT6785_V700_210831.zip,Tecno Camon 16 Premier CE9,CE9,V700,SOURCE_UNSPECIFIED,MT6785,TECNO,3.23 GB,210831,https://naijarom.com/tecno-camon-16-premier-ce9,pc-fw
Tecno_Camon_16_Premier_CE9H_MT6785_V182_201111.zip,Tecno Camon 16 Premier CE9H,CE9H,V182,SOURCE_UNSPECIFIED,MT6785,TECNO,3 GB,201111,https://naijarom.com/tecno-camon-16-premier-ce9h,pc-fw
Tecno_Camon_16_Premier_CE9H_MT6785_V196_210401.zip,Tecno Camon 16 Premier CE9H,CE9H,V196,SOURCE_UNSPECIFIED,MT6785,TECNO,3.2 GB,210401,https://naijarom.com/tecno-camon-16-premier-ce9h,pc-fw
Tecno_Camon_16_SE_CE7J_MT6768_V282_210517.zip,Tecno Camon 16 SE CE7J,CE7J,V282,SOURCE_UNSPECIFIED,MT6768,TECNO,2.76 GB,210517,https://naijarom.com/tecno-camon-16-se-ce7j,pc-fw
Tecno_Camon_16_SE_CE7J_MT6768_V405_220210.zip,Tecno Camon 16 SE CE7J,CE7J,V405,SOURCE_UNSPECIFIED,MT6768,TECNO,2.74 GB,220210,https://naijarom.com/tecno-camon-16-se-ce7j,pc-fw
Tecno_Camon_16_SE_CE7J_MT6768_V435_230111.zip,Tecno Camon 16 SE CE7J,CE7J,V435,SOURCE_UNSPECIFIED,MT6768,TECNO,2.56 GB,230111,https://naijarom.com/tecno-camon-16-se-ce7j,pc-fw
Tecno_Camon_16S_CD6J_MT6765_V091_201215.zip,Tecno Camon 16S CD6J,CD6J,V091,SOURCE_UNSPECIFIED,MT6765,TECNO,2.6 GB,201215,https://naijarom.com/tecno-camon-16s-cd6j,pc-fw
Tecno_Camon_16S_CD6J_MT6765_V119_211014.zip,Tecno Camon 16S CD6J,CD6J,V119,SOURCE_UNSPECIFIED,MT6765,TECNO,2.58 GB,211014,https://naijarom.com/tecno-camon-16s-cd6j,pc-fw
Tecno_Camon_16S_CD6J_MT6765_V132_220215.zip,Tecno Camon 16S CD6J,CD6J,V132,SOURCE_UNSPECIFIED,MT6765,TECNO,2.58 GB,220215,https://naijarom.com/tecno-camon-16s-cd6j,pc-fw
Tecno_Camon_16S_CD6J_MT6765_V134_220406.zip,Tecno Camon 16S CD6J,CD6J,V134,SOURCE_UNSPECIFIED,MT6765,TECNO,2.58 GB,220406,https://naijarom.com/tecno-camon-16s-cd6j,pc-fw
Tecno_Camon_17_CG6_MT6768_V385_210419.zip,Tecno Camon 17 CG6,CG6,V385,SOURCE_UNSPECIFIED,MT6768,TECNO,3.28 GB,210419,https://naijarom.com/tecno-camon-17-cg6,pc-fw
Tecno_Camon_17_CG6_MT6768_V511_210616.zip,Tecno Camon 17 CG6,CG6,V511,SOURCE_UNSPECIFIED,MT6768,TECNO,3.34 GB,210616,https://naijarom.com/tecno-camon-17-cg6,pc-fw
Tecno_Camon_17_CG6_MT6768_V635_210906.zip,Tecno Camon 17 CG6,CG6,V635,SOURCE_UNSPECIFIED,MT6768,TECNO,3.36 GB,210906,https://naijarom.com/tecno-camon-17-cg6,pc-fw
Tecno_Camon_17_CG6_MT6768_V704_211103.zip,Tecno Camon 17 CG6,CG6,V704,SOURCE_UNSPECIFIED,MT6768,TECNO,3.47 GB,211103,https://naijarom.com/tecno-camon-17-cg6,pc-fw
Tecno_Camon_17_CG6_MT6768_V736_211129.zip,Tecno Camon 17 CG6,CG6,V736,SOURCE_UNSPECIFIED,MT6768,TECNO,3.5 GB,211129,https://naijarom.com/tecno-camon-17-cg6,pc-fw
Tecno_Camon_17_CG6_MT6768_V746_211212.zip,Tecno Camon 17 CG6,CG6,V746,SOURCE_UNSPECIFIED,MT6768,TECNO,3.5 GB,211212,https://naijarom.com/tecno-camon-17-cg6,pc-fw
Tecno_Camon_17_CG6_MT6768_V1649_211214.zip,Tecno Camon 17 CG6,CG6,V1649,SOURCE_UNSPECIFIED,MT6768,TECNO,3.37 GB,211214,https://naijarom.com/tecno-camon-17-cg6,pc-fw
Tecno_Camon_17_CG6_MT6768_V2091_220214.zip,Tecno Camon 17 CG6,CG6,V2091,SOURCE_UNSPECIFIED,MT6768,TECNO,3.36 GB,220214,https://naijarom.com/tecno-camon-17-cg6,pc-fw
Tecno_Camon_17_CG6_MT6768_V2547_220527.zip,Tecno Camon 17 CG6,CG6,V2547,SOURCE_UNSPECIFIED,MT6768,TECNO,3.33 GB,220527,https://naijarom.com/tecno-camon-17-cg6,pc-fw
Tecno_Camon_17_CG6_MT6768_V3121_220929.zip,Tecno Camon 17 CG6,CG6,V3121,SOURCE_UNSPECIFIED,MT6768,TECNO,3.33 GB,220929,https://naijarom.com/tecno-camon-17-cg6,pc-fw
Tecno_Camon_17_CG6_MT6768_V3269_221115.zip,Tecno Camon 17 CG6,CG6,V3269,SOURCE_UNSPECIFIED,MT6768,TECNO,3.36 GB,221115,https://naijarom.com/tecno-camon-17-cg6,pc-fw
Tecno_Camon_17_CG6_MT6768_V3393_221223.zip,Tecno Camon 17 CG6,CG6,V3393,SOURCE_UNSPECIFIED,MT6768,TECNO,3.35 GB,221223,https://naijarom.com/tecno-camon-17-cg6,pc-fw
Tecno_Camon_17_CG6_MT6768_V3570_230216.zip,Tecno Camon 17 CG6,CG6,V3570,SOURCE_UNSPECIFIED,MT6768,TECNO,3.32 GB,230216,https://naijarom.com/tecno-camon-17-cg6,pc-fw
Tecno_Camon_17_CG6_MT6768_V3709_230420.zip,Tecno Camon 17 CG6,CG6,V3709,SOURCE_UNSPECIFIED,MT6768,TECNO,3.36 GB,230420,https://naijarom.com/tecno-camon-17-cg6,pc-fw
Tecno_Camon_17_CG6J_MT6768_V425_210510.zip,Tecno Camon 17 CG6J,CG6J,V425,SOURCE_UNSPECIFIED,MT6768,TECNO,3.3 GB,210510,https://naijarom.com/tecno-camon-17-cg6j,pc-fw
Tecno_Camon_17_CG6J_MT6768_V525_211212.zip,Tecno Camon 17 CG6J,CG6J,V525,SOURCE_UNSPECIFIED,MT6768,TECNO,3.49 GB,211212,https://naijarom.com/tecno-camon-17-cg6j,pc-fw
Tecno_Camon_17_CG6J_MT6768_V972_211214.zip,Tecno Camon 17 CG6J,CG6J,V972,SOURCE_UNSPECIFIED,MT6768,TECNO,3.37 GB,211214,https://naijarom.com/tecno-camon-17-cg6j,pc-fw
Tecno_Camon_17_CG6J_MT6768_V1176_220214.zip,Tecno Camon 17 CG6J,CG6J,V1176,SOURCE_UNSPECIFIED,MT6768,TECNO,3.36 GB,220214,https://naijarom.com/tecno-camon-17-cg6j,pc-fw
Tecno_Camon_17_CG6J_MT6768_V1428_220929.zip,Tecno Camon 17 CG6J,CG6J,V1428,SOURCE_UNSPECIFIED,MT6768,TECNO,3.35 GB,220929,https://naijarom.com/tecno-camon-17-cg6j,pc-fw
Tecno_Camon_17_CG8_MT6785_V944_220926.zip,Tecno Camon 17 CG8,CG8,V944,SOURCE_UNSPECIFIED,MT6785,TECNO,4 GB,220926,https://naijarom.com/tecno-camon-17-cg8,pc-fw
Tecno_Camon_17_CG8_MT6785_V970_230303.zip,Tecno Camon 17 CG8,CG8,V970,SOURCE_UNSPECIFIED,MT6785,TECNO,4.07 GB,230303,https://naijarom.com/tecno-camon-17-cg8,pc-fw
Tecno_Camon_17_Pro_CG8_MT6785_V141_210129.zip,Tecno Camon 17 Pro CG8,CG8,V141,SOURCE_UNSPECIFIED,MT6785,TECNO,3 GB,210129,https://naijarom.com/tecno-camon-17-pro-cg8,pc-fw
Tecno_Camon_17_Pro_CG8_MT6785_V153_210428.zip,Tecno Camon 17 Pro CG8,CG8,V153,SOURCE_UNSPECIFIED,MT6785,TECNO,3 GB,210428,https://naijarom.com/tecno-camon-17-pro-cg8,pc-fw
Tecno_Camon_17_Pro_CG8_MT6785_V471_210517.zip,Tecno Camon 17 Pro CG8,CG8,V471,SOURCE_UNSPECIFIED,MT6785,TECNO,3.64 GB,210517,https://naijarom.com/tecno-camon-17-pro-cg8,pc-fw
Tecno_Camon_17_Pro_CG8_MT6785_V805_211201.zip,Tecno Camon 17 Pro CG8,CG8,V805,SOURCE_UNSPECIFIED,MT6785,TECNO,4.02 GB,211201,https://naijarom.com/tecno-camon-17-pro-cg8,pc-fw
Tecno_Camon_Pro_17_CG8_MT6785_V819_211210.zip,Tecno Camon 17 Pro CG8,CG8,V819,SOURCE_UNSPECIFIED,MT6785,TECNO,4.01 GB,211210,https://naijarom.com/tecno-camon-17-pro-cg8,pc-fw
Tecno_Camon_17_Pro_CG8_MT6785_V872_220210.zip,Tecno Camon 17 Pro CG8,CG8,V872,SOURCE_UNSPECIFIED,MT6785,TECNO,4.01 GB,220210,https://naijarom.com/tecno-camon-17-pro-cg8,pc-fw
Tecno_Camon_17_Pro_CG8_MT6785_V907_220417.zip,Tecno Camon 17 Pro CG8,CG8,V907,SOURCE_UNSPECIFIED,MT6785,TECNO,3.97 GB,220417,https://naijarom.com/tecno-camon-17-pro-cg8,pc-fw
Tecno_Camon_17_Pro_CG8_MT6785_V922_220610.zip,Tecno Camon 17 Pro CG8,CG8,V922,SOURCE_UNSPECIFIED,MT6785,TECNO,3.99 GB,220610,https://naijarom.com/tecno-camon-17-pro-cg8,pc-fw
Tecno_Camon_17_Pro_CG8_MT6785_V941_220823.zip,Tecno Camon 17 Pro CG8,CG8,V941,SOURCE_UNSPECIFIED,MT6785,TECNO,4 GB,220823,https://naijarom.com/tecno-camon-17-pro-cg8,pc-fw
Tecno_Camon_17_Pro_CG8_MT6785_V944_220926.zip,Tecno Camon 17 Pro CG8,CG8,V944,SOURCE_UNSPECIFIED,MT6785,TECNO,4 GB,220926,https://naijarom.com/tecno-camon-17-pro-cg8,pc-fw
Tecno_Camon_17_Pro_CG8_MT6785_V970_230303.zip,Tecno Camon 17 Pro CG8,CG8,V970,SOURCE_UNSPECIFIED,MT6785,TECNO,4.07 GB,230303,https://naijarom.com/tecno-camon-17-pro-cg8,pc-fw
Tecno_Camon_17_Pro_CG8H_MT6785_V180_211103.zip,Tecno Camon 17 Pro CG8H,CG8H,V180,SOURCE_UNSPECIFIED,MT6785,TECNO,3.84 GB,211103,https://naijarom.com/tecno-camon-17-pro-cg8h,pc-fw
Tecno_Camon_17_Pro_CG8H_MT6785_V201_220219.zip,Tecno Camon 17 Pro CG8H,CG8H,V201,SOURCE_UNSPECIFIED,MT6785,TECNO,3.83 GB,220219,https://naijarom.com/tecno-camon-17-pro-cg8h,pc-fw
Tecno_Camon_17_Pro_CG8H_MT6785_V219_220417.zip,Tecno Camon 17 Pro CG8H,CG8H,V219,SOURCE_UNSPECIFIED,MT6785,TECNO,3.82 GB,220417,https://naijarom.com/tecno-camon-17-pro-cg8h,pc-fw
Tecno_Camon_17_Pro_CG8H_MT6785_V224_220926.zip,Tecno Camon 17 Pro CG8H,CG8H,V224,SOURCE_UNSPECIFIED,MT6785,TECNO,3.90 GB,220926,https://naijarom.com/tecno-camon-17-pro-cg8h,pc-fw
Tecno_Camon_17_Pro_CG8H_MT6785_V243_230303.zip,Tecno Camon 17 Pro CG8H,CG8H,V243,SOURCE_UNSPECIFIED,MT6785,TECNO,3.90 GB,230303,https://naijarom.com/tecno-camon-17-pro-cg8h,pc-fw
Tecno_Camon_17P_CG7_MT6768_V248_210223.zip,Tecno Camon 17P CG7,CG7,V248,SOURCE_UNSPECIFIED,MT6768,TECNO,3.2 GB,210223,https://naijarom.com/tecno-camon-17p-cg7,pc-fw
Tecno_Camon_17P_CG7_MT6768_V609_210608.zip,Tecno Camon 17P CG7,CG7,V609,SOURCE_UNSPECIFIED,MT6768,TECNO,3.32 GB,210608,https://naijarom.com/tecno-camon-17p-cg7,pc-fw
Tecno_Camon_17P_CG7_MT6768_V681_210728.zip,Tecno Camon 17P CG7,CG7,V681,SOURCE_UNSPECIFIED,MT6768,TECNO,3.58 GB,210728,https://naijarom.com/tecno-camon-17p-cg7,pc-fw
Tecno_Camon_17P_CG7_MT6768_V707_210816.zip,Tecno Camon 17P CG7,CG7,V707,SOURCE_UNSPECIFIED,MT6768,TECNO,3.61 GB,210816,https://naijarom.com/tecno-camon-17p-cg7,pc-fw
Tecno_Camon_17P_CG7_MT6768_V733_210907.zip,Tecno Camon 17P CG7,CG7,V733,SOURCE_UNSPECIFIED,MT6768,TECNO,3.61 GB,210907,https://naijarom.com/tecno-camon-17p-cg7,pc-fw
Tecno_Camon_17P_CG7_MT6768_V796_211013.zip,Tecno Camon 17P CG7,CG7,V796,SOURCE_UNSPECIFIED,MT6768,TECNO,3.77 GB,211013,https://naijarom.com/tecno-camon-17p-cg7,pc-fw
Tecno_Camon_17P_CG7_MT6768_V797_211013.zip,Tecno Camon 17P CG7,CG7,V797,SOURCE_UNSPECIFIED,MT6768,TECNO,3.43 GB,211013,https://naijarom.com/tecno-camon-17p-cg7,pc-fw
